Date, Open, High, Low, Close, Volume 
2016-07-19, 1088.599976 , 1090.000000 ,1074.099976, 1086.949951,5202322 
2016-07-29, 1072.599976 , 1076.750000 ,1066.500000, 1073.849976,4078392 
2016-08-03, 1085.650024 , 1086.500000 ,1070.300049, 1084.900024,3606730 
2016-08-16, 1062.550049 , 1062.550049 ,1028.000000, 1051.800049,8214704 
2016-09-01, 1038.000000 , 1040.449951 ,1032.000000, 1037.550049,1438913 
2016-09-09, 1037.000000 , 1041.000000 ,1026.550049, 1035.500000,2526719 
2016-09-15, 1045.599976 , 1046.800049 ,1035.349976, 1042.199951,2350861 
2016-09-22, 1059.000000 , 1061.000000 ,1052.000000, 1058.800049,1814757 
2016-09-28, 1040.000000 , 1042.300049 ,1033.250000, 1038.949951,2717354 
2016-10-03, 1035.500000 , 1040.000000 ,1026.099976, 1038.099976,1828080 
2016-10-21, 1035.000000 , 1041.000000 ,1022.500000, 1038.300049,1931810 
2016-11-08, 986.900024 , 987.750000 ,970.599976, 982.599976,2630554 
2016-11-23, 922.099976 , 922.900024 ,912.450012, 920.250000,4125893 
2016-11-28, 979.299988 , 983.450012 ,970.599976, 979.750000,3682856 
2016-11-30, 973.000000 , 977.000000 ,961.049988, 975.549988,4250459 
2016-12-12, 982.799988 , 982.799988 ,965.200012, 977.349976,2672510 
2016-12-19, 1006.099976 , 1008.250000 ,994.099976, 1004.650024,2062067 
2017-01-27, 936.599976 , 947.549988 ,901.150024, 942.150024,5317569 
2017-02-01, 921.099976 , 923.200012 ,905.150024, 916.750000,5765891 
2017-02-03, 933.799988 , 940.900024 ,921.049988, 936.099976,4211979 
2017-03-09, 1007.799988 , 1013.000000 ,999.000000, 1011.549988,1740315 
2017-03-17, 1035.400024 , 1042.900024 ,1019.250000, 1040.300049,4753923 
2017-03-31, 1023.250000 , 1029.300049 ,1008.000000, 1022.250000,7076927 
2017-05-04, 937.000000 , 939.650024 ,928.900024, 937.650024,2639903 
2017-05-05, 936.000000 , 937.349976 ,920.000000, 931.500000,2216394 
2017-05-11, 946.849976 , 949.849976 ,937.549988, 944.099976,1614741 
2017-05-19, 961.500000 , 962.700012 ,947.849976, 957.950012,2128698 
2017-06-14, 960.000000 , 961.900024 ,951.200012, 958.599976,3719055 
2017-10-12, 930.000000 , 934.349976 ,919.549988, 927.299988,5140486 
2017-11-10, 958.799988 , 964.349976 ,950.000000, 962.049988,3294714 
2017-11-14, 951.950012 , 954.849976 ,943.250000, 949.099976,2866855 
2017-12-21, 1014.799988 , 1028.949951 ,998.400024, 1022.049988,5529581 
2017-12-26, 1039.349976 , 1041.500000 ,1023.000000, 1035.599976,5404453 
2018-01-09, 1040.000000 , 1044.900024 ,1028.900024, 1041.349976,4974118 
2018-01-10, 1046.800049 , 1056.000000 ,1033.050049, 1052.250000,4734317 
2018-01-19, 1145.000000 , 1147.900024 ,1136.000000, 1143.449951,2994139 
